Date,Product Name,City,Quantity Sold,Price,Revenue,Day of Week,Month,Season,Customer Name,Phonenumber,Is_Regular
2024-06-03,Vitamins,Tiruchirappalli,9,18.69045525877595,168.21409732898354,Monday,June,Monsoon,Vikram,1678770087,False
2024-06-09,Ibuprofen,Chennai,9,19.920490566233067,179.2844150960976,Sunday,June,Monsoon,Meera,+915334752008,False
2024-12-16,Ibuprofen,Tirunelveli,4,18.93316628966557,75.73266515866229,Monday,December,Winter,Swathi,07833071434,False
2024-11-08,Vitamins,Chennai,3,6.0407631662039005,18.1222894986117,Friday,November,Autumn,Bhavani,4333374290,False
2024-04-30,Aspirin,Chennai,4,9.601879432107678,38.40751772843071,Tuesday,April,Spring,Rakesh,+918713019919,False
2024-04-03,Paracetamol,Madurai,3,4.791061136054747,14.373183408164241,Wednesday,April,Spring,Oviya,+918253568382,False
2024-01-27,Paracetamol,Erode,4,1.2566654259076588,5.026661703630635,Saturday,January,Winter,Satish,5296804772,False
2024-05-26,Ibuprofen,Tirunelveli,5,5.422680771441129,27.113403857205647,Sunday,May,Spring,Lalith,05822602615,False
2024-05-26,Antacids,Chennai,2,5.3562457856096355,10.712491571219271,Sunday,May,Spring,Yogesh,03620864515,False
2024-08-19,Aspirin,Thanjavur,1,2.1547849697652013,2.1547849697652013,Monday,August,Monsoon,Karthik,7196455191,False
2024-10-28,Antacids,Tiruchirappalli,3,1.5739558042035988,4.721867412610797,Monday,October,Autumn,Sandhya,06687707663,False
2024-01-30,Paracetamol,Kanchipuram,9,18.02231264962743,162.20081384664687,Friday,January,Winter,Sangeetha,9341600366,True
2024-11-30,Vitamins,Madurai,7,5.628846968557074,39.40192877989952,Saturday,November,Autumn,Hema,09672335392,False
2024-07-02,Aspirin,Coimbatore,9,14.316257339507017,128.84631605556314,Tuesday,July,Monsoon,Thavapalan,8149880583,False
2024-04-20,Aspirin,Madurai,6,15.420706540294496,92.52423924176698,Saturday,April,Spring,Meera,+910902392160,False
2024-11-11,Paracetamol,Kanchipuram,9,11.49634212084103,103.46707908756927,Monday,November,Autumn,Yamuna,9329135073,False
2024-03-26,Vitamins,Erode,5,19.717064907405508,98.58532453702753,Saturday,October,Autumn,Ravi,+913139442109,True
2024-01-30,Aspirin,Chennai,1,11.895434818982048,11.895434818982048,Thursday,February,Winter,Rukmani,1051769306,True
2024-06-26,Vitamins,Chennai,6,8.131658204719429,48.78994922831657,Wednesday,June,Monsoon,Ilango,08228262024,False
2024-11-22,Antacids,Tiruchirappalli,5,19.58492097756297,97.92460488781485,Friday,November,Autumn,Oviya,8650270105,False
2024-03-23,Ibuprofen,Chennai,6,19.285506402405208,115.71303841443125,Saturday,March,Spring,Ilango,02818181404,False
2024-12-03,Antacids,Tirunelveli,8,7.901065593733594,63.20852474986875,Tuesday,December,Winter,Elango,05315630193,False
2024-10-19,Vitamins,Kanchipuram,6,14.222990317488575,85.33794190493145,Saturday,October,Autumn,Kalyani,06567059494,False
2024-06-18,Paracetamol,Tirunelveli,6,6.3363303980126116,38.017982388075666,Tuesday,June,Monsoon,Murali,03057728048,False
2024-11-14,Vitamins,Coimbatore,7,2.308728635721988,16.161100450053915,Thursday,November,Autumn,Gayathri,09406038726,False
2024-04-01,Ibuprofen,Thanjavur,8,2.9464793536666773,23.57183482933342,Monday,April,Spring,Yogesh,+916126163154,False
2024-01-06,Ibuprofen,Vellore,9,7.648055929573699,68.8325033661633,Saturday,January,Winter,Ilango,6509715468,False
2024-01-16,Vitamins,Madurai,5,5.38085450418258,26.9042725209129,Tuesday,January,Winter,Lalith,+916165815912,False
2024-11-24,Ibuprofen,Coimbatore,7,17.859898179589404,125.01928725712582,Sunday,November,Autumn,Dinesh,04948568789,False
2024-11-14,Ibuprofen,Kanchipuram,8,17.96143612073065,143.6914889658452,Thursday,November,Autumn,Ganesh,00768497816,False
2024-09-12,Ibuprofen,Kanchipuram,3,15.55081711169406,46.65245133508218,Thursday,September,Autumn,Rakesh,+916053735961,False
2024-01-11,Aspirin,Vellore,8,12.174877748270687,97.3990219861655,Thursday,January,Winter,Yamuna,2766802805,False
2024-04-13,Ibuprofen,Tiruchirappalli,7,12.432557545688642,87.0279028198205,Saturday,April,Spring,Suresh,02641576143,False
2024-06-01,Ibuprofen,Tiruchirappalli,3,18.58250548055637,55.74751644166911,Saturday,June,Monsoon,Meera,9873806866,False
2024-10-20,Ibuprofen,Vellore,2,17.138276278838745,34.27655255767749,Sunday,October,Autumn,Harish,0123650680,False
2024-02-16,Paracetamol,Tiruchirappalli,1,17.470357359528123,17.470357359528123,Tuesday,September,Autumn,Rukmani,02169863092,True
2024-03-09,Vitamins,Coimbatore,9,1.0011508034019476,9.01035723061753,Sunday,November,Autumn,Lalitha,08961102430,True
2024-05-27,Antacids,Thanjavur,5,15.770179319156608,78.85089659578304,Monday,May,Spring,Eswari,+917886228290,False
2024-02-16,Antacids,Kanchipuram,2,18.90150966134291,37.80301932268582,Friday,February,Winter,Rakesh,+912468587829,False
2024-03-19,Vitamins,Thanjavur,8,14.011183958420721,112.08947166736577,Sunday,June,Monsoon,Lalitha,8199244824,True
2024-12-31,Aspirin,Chennai,3,1.5999173634648272,4.799752090394481,Tuesday,December,Winter,Suresh,7390853905,False
2024-04-21,Paracetamol,Vellore,9,12.916053517775307,116.24448165997777,Thursday,April,Spring,Ravi,8313863228,True
2024-01-12,Vitamins,Vellore,5,15.69192339527344,78.4596169763672,Friday,January,Winter,Abhilash,1847065965,False
2024-02-24,Aspirin,Tirunelveli,3,8.23131218423595,24.69393655270785,Sunday,August,Monsoon,Sangeetha,08042585369,True
2024-10-22,Paracetamol,Salem,4,1.7131526509710995,6.852610603884398,Tuesday,October,Autumn,Satish,+910798185255,False
2024-04-01,Antacids,Tirunelveli,1,14.327374280157995,14.327374280157995,Monday,April,Spring,Ilango,2408543915,False
2024-01-04,Antacids,Chennai,1,8.632075515075787,8.632075515075787,Thursday,January,Winter,Murali,02798143290,False
2024-09-24,Vitamins,Salem,9,13.280254545336994,119.52229090803294,Tuesday,September,Autumn,Eswari,+914102909565,False
2024-02-22,Ibuprofen,Vellore,6,6.761803588393713,40.57082153036228,Thursday,February,Winter,Rajesh,9625396791,False
2024-07-22,Vitamins,Madurai,4,19.791610547556374,79.1664421902255,Monday,July,Monsoon,Elango,4207831134,False
2024-03-24,Ibuprofen,Coimbatore,6,8.933244818940276,53.59946891364166,Sunday,March,Spring,Bhavani,+919383058263,False
2024-03-29,Antacids,Vellore,6,15.405680610722653,92.43408366433592,Friday,March,Spring,Karthik,5262803143,False
2024-10-13,Paracetamol,Chennai,7,17.370228314585706,121.59159820209995,Sunday,October,Autumn,Prakash,9031043598,False
2024-04-28,Antacids,Erode,6,1.679110967509191,10.074665805055147,Sunday,April,Spring,Dinesh,4137020247,False
2024-04-04,Paracetamol,Chennai,7,6.71237201523857,46.986604106669986,Thursday,April,Spring,Arun,08222171854,False
2024-10-14,Vitamins,Salem,3,5.315975247527602,15.947925742582806,Monday,October,Autumn,Chitra,07834387467,False
2024-11-14,Vitamins,Kanchipuram,2,3.390412030196279,6.780824060392558,Thursday,November,Autumn,Ilango,8187332499,False
2024-09-19,Paracetamol,Coimbatore,9,7.2941087255618,65.6469785300562,Thursday,September,Autumn,Jothi,+914172679505,False
2024-01-10,Paracetamol,Erode,5,17.46271472029844,87.3135736014922,Wednesday,January,Winter,Balaji,+918584036185,False
2024-08-23,Aspirin,Tiruchirappalli,8,16.64786691162999,133.18293529303992,Friday,August,Monsoon,Kumar,5291555643,False
2024-01-04,Aspirin,Tirunelveli,4,19.558477150438097,78.23390860175239,Thursday,January,Winter,Jaya,+912459293352,False
2024-01-29,Antacids,Tiruchirappalli,2,5.79699077351684,11.59398154703368,Monday,January,Winter,Suresh,06442449375,False
2024-07-16,Vitamins,Kanchipuram,4,6.199873429657326,24.799493718629304,Tuesday,July,Monsoon,Siva,08819946377,False
2024-02-01,Antacids,Madurai,6,11.456416904109927,68.73850142465956,Thursday,February,Winter,Rajesh,02306713896,False
2024-10-24,Antacids,Kanchipuram,8,17.527113353058418,140.21690682446734,Thursday,October,Autumn,Yogesh,+912606373129,False
2024-10-06,Aspirin,Vellore,5,7.1569941028646165,35.784970514323085,Sunday,October,Autumn,Rukmini,5258303344,False
2024-10-25,Paracetamol,Kanchipuram,7,10.750509609666143,75.253567267663,Friday,October,Autumn,Venkatesh,9589174483,False
2024-10-12,Paracetamol,Kanchipuram,7,5.512939621740645,38.59057735218452,Saturday,October,Autumn,Swathi,05982697242,False
2024-02-06,Antacids,Kanchipuram,5,2.5993835630738578,12.996917815369288,Tuesday,December,Winter,Ishwarya,1744956279,True
2024-09-27,Paracetamol,Kanchipuram,6,13.505785680277825,81.03471408166695,Friday,September,Autumn,Yamuna,+913631056253,False
2024-12-24,Vitamins,Thanjavur,3,7.761893938176494,23.285681814529482,Tuesday,December,Winter,Usha,8408459435,False
2024-10-04,Ibuprofen,Erode,9,2.4866758941189073,22.380083047070165,Friday,October,Autumn,Chitra,04902945763,False
2024-09-30,Vitamins,Vellore,6,14.451664738372546,86.70998843023528,Monday,September,Autumn,Chitra,+919012183391,False
2024-03-23,Aspirin,Thanjavur,6,6.281808951113852,37.690853706683114,Saturday,March,Spring,Ilango,05112245836,False
2024-11-06,Antacids,Coimbatore,4,16.242099774607546,64.96839909843018,Wednesday,November,Autumn,Yogesh,9065684651,False
2024-12-05,Ibuprofen,Tiruchirappalli,2,2.5920357052916065,5.184071410583213,Thursday,December,Winter,Satish,02049652573,False
2024-05-17,Vitamins,Tiruchirappalli,5,4.228764730207391,21.143823651036957,Monday,January,Winter,Ravi,07532064813,True
2024-06-22,Paracetamol,Thanjavur,2,9.44510015169313,18.89020030338626,Saturday,June,Monsoon,Sandhya,03017661793,False
2024-03-28,Vitamins,Vellore,7,11.29462557697501,79.06237903882507,Thursday,March,Spring,Vijay,+915970433422,False
2024-03-02,Vitamins,Thanjavur,9,18.13135828337782,163.1822245504004,Saturday,March,Spring,Eswari,03563923848,False
2024-05-29,Vitamins,Tiruchirappalli,8,17.858379873468532,142.86703898774826,Wednesday,May,Spring,Gayathri,03024401611,False
2024-06-12,Paracetamol,Tirunelveli,3,10.61875400877475,31.856262026324252,Tuesday,November,Autumn,Ravi,+912685443520,True
2024-09-07,Ibuprofen,Coimbatore,3,6.06692345678528,18.20077037035584,Saturday,September,Autumn,Jaya,+911968294612,False
2024-10-27,Vitamins,Kanchipuram,1,4.6714895570165655,4.6714895570165655,Sunday,October,Autumn,Harish,2330292859,False
2024-08-16,Antacids,Tiruchirappalli,9,6.676255906186878,60.086303155681904,Friday,August,Monsoon,Usha,6266039000,False
2024-07-26,Ibuprofen,Coimbatore,7,11.14558054894712,78.01906384262983,Friday,July,Monsoon,Rajesh,02140914853,False
2024-04-24,Aspirin,Coimbatore,3,10.374732283494385,31.124196850483155,Wednesday,April,Spring,Yogesh,06576175230,False
2024-02-17,Vitamins,Chennai,7,6.003583895695016,42.02508726986511,Saturday,February,Winter,Elango,05082300387,False
2024-07-19,Vitamins,Tiruchirappalli,3,7.457017759856799,22.371053279570397,Friday,July,Monsoon,Rakesh,4763180515,False
2024-08-17,Vitamins,Chennai,2,16.057479206569415,32.11495841313883,Saturday,August,Monsoon,Harish,8825165059,False
2024-04-22,Antacids,Coimbatore,3,1.8448890254792645,5.534667076437794,Monday,April,Spring,Gayathri,03833017844,False
2024-06-06,Antacids,Vellore,8,19.685245586456947,157.48196469165558,Thursday,June,Monsoon,Gayathri,06736817487,False
2024-03-20,Ibuprofen,Thanjavur,6,15.61189289208267,93.67135735249602,Wednesday,March,Spring,Abhilash,+915230357735,False
2024-11-11,Paracetamol,Tiruchirappalli,8,13.21326413086173,105.70611304689383,Monday,November,Autumn,Murali,09532508289,False
2024-03-16,Ibuprofen,Madurai,7,3.9021045019354723,27.314731513548306,Saturday,March,Spring,Rakesh,03372426528,False
2024-02-10,Antacids,Kanchipuram,5,1.7228489491661003,8.6142447458305,Saturday,February,Winter,Oviya,07059532153,False
2024-06-26,Vitamins,Kanchipuram,9,8.11386569371506,73.02479124343553,Wednesday,June,Monsoon,Murali,5831594705,False
2024-08-11,Ibuprofen,Thanjavur,9,5.798773989878455,52.1889659089061,Sunday,August,Monsoon,Vijay,+915208177744,False
2024-08-08,Paracetamol,Thanjavur,8,3.3884385461565087,27.10750836925207,Thursday,August,Monsoon,Vijay,6190061873,False
2024-07-18,Paracetamol,Tiruchirappalli,6,7.56476993041349,45.38861958248094,Thursday,July,Monsoon,Vikram,4202546931,False
2024-02-08,Ibuprofen,Vellore,2,13.677079428946824,27.354158857893648,Thursday,February,Winter,Naren,+914341362112,False
2024-07-08,Aspirin,Erode,5,1.8647035652892394,9.323517826446198,Monday,July,Monsoon,Sandhya,3929619419,False
2024-06-06,Aspirin,Kanchipuram,1,14.491107795298085,14.491107795298085,Thursday,June,Monsoon,Rukmini,+911681199740,False
2024-09-19,Ibuprofen,Vellore,2,14.59682192164267,29.19364384328534,Thursday,September,Autumn,Usha,00261309246,False
2024-10-23,Vitamins,Erode,4,15.640337170710941,62.561348682843764,Wednesday,October,Autumn,Jothi,8879763895,False
2024-03-17,Aspirin,Tirunelveli,2,9.13919174901127,18.27838349802254,Sunday,March,Spring,Ilango,3601923936,False
2024-04-22,Antacids,Tiruchirappalli,9,14.193483884652697,127.74135496187426,Monday,April,Spring,Abhilash,8357274006,False
2024-09-18,Aspirin,Coimbatore,1,6.9076772265377,6.9076772265377,Wednesday,September,Autumn,Jaya,01563110602,False
2024-08-02,Ibuprofen,Thanjavur,2,9.680434999366625,19.36086999873325,Friday,August,Monsoon,Jaya,09012461339,False
2024-08-10,Vitamins,Coimbatore,9,13.73817204779258,123.64354843013321,Saturday,August,Monsoon,Karthik,01757464908,False
2024-06-30,Paracetamol,Tiruchirappalli,2,16.97217725580908,33.94435451161816,Sunday,June,Monsoon,Jothi,+914444677080,False
2024-08-08,Ibuprofen,Coimbatore,1,8.213567898305639,8.213567898305639,Thursday,August,Monsoon,Yamuna,00770584356,False
2024-02-20,Antacids,Tiruchirappalli,9,9.281777160639612,83.5359944457565,Tuesday,February,Winter,Meenal,+917036109326,False
2024-02-29,Paracetamol,Madurai,2,7.956789300106507,15.913578600213015,Thursday,February,Winter,Uma,+915490180484,False
2024-03-31,Aspirin,Madurai,5,1.744843714420905,8.724218572104526,Sunday,March,Spring,Thavapalan,+911575057531,False
2024-01-14,Antacids,Madurai,8,8.39645442132701,67.17163537061607,Sunday,January,Winter,Ajay,1578413154,False
2024-03-23,Antacids,Kanchipuram,3,1.552536146156458,4.657608438469374,Saturday,March,Spring,Kalyani,03794948688,False
2024-12-23,Paracetamol,Chennai,1,9.090533398587977,9.090533398587977,Monday,December,Winter,Naren,04641626503,False
2024-07-08,Antacids,Tiruchirappalli,3,9.600417054908219,28.801251164724654,Monday,December,Winter,Ravi,+915142733113,True
2024-01-11,Antacids,Tirunelveli,7,8.820902730660297,61.74631911462208,Thursday,January,Winter,Usha,2843603192,False
2024-08-03,Antacids,Vellore,5,8.998721366963922,44.99360683481961,Friday,March,Spring,Ravi,6211924469,True
2024-08-01,Ibuprofen,Madurai,9,14.701615756146245,132.3145418053162,Thursday,August,Monsoon,Yogesh,00365269092,False
2024-06-13,Vitamins,Coimbatore,9,12.20452454186554,109.84072087678986,Thursday,June,Monsoon,Suresh,4178388276,False
2024-03-20,Antacids,Vellore,1,1.0936534065814714,1.0936534065814714,Monday,April,Spring,Sangeetha,2804710211,True
2024-06-30,Antacids,Erode,3,5.290368161440783,15.87110448432235,Sunday,June,Monsoon,Yamuna,+910200778616,False
2024-03-17,Ibuprofen,Tirunelveli,6,1.5206140189076813,9.123684113446089,Sunday,March,Spring,Eswari,9796245427,False
2024-12-30,Vitamins,Chennai,1,9.779853062921548,9.779853062921548,Monday,December,Winter,Satish,8527969417,False
2024-07-23,Vitamins,Kanchipuram,1,16.2345014741342,16.2345014741342,Tuesday,July,Monsoon,Chandran,+917876418603,False
2024-01-15,Vitamins,Salem,5,9.584333343605133,47.92166671802566,Monday,January,Winter,Oviya,08561101303,False
2024-11-01,Antacids,Tiruchirappalli,9,16.293775871023414,146.6439828392107,Friday,November,Autumn,Shankar,+918051209092,False
2024-09-23,Antacids,Madurai,1,11.037987414089661,11.037987414089661,Monday,September,Autumn,Sandhya,1702370328,False
2024-10-14,Aspirin,Tiruchirappalli,2,5.5655540805731665,11.131108161146333,Monday,October,Autumn,Sandhya,5268365029,False
2024-02-01,Antacids,Salem,4,8.05460063120892,32.21840252483568,Thursday,February,Winter,Yogesh,08321612092,False
2024-10-22,Ibuprofen,Erode,7,8.608924495588546,60.262471469119824,Tuesday,October,Autumn,Ganesh,6164068871,False
2024-03-04,Vitamins,Tirunelveli,1,12.743388989364883,12.743388989364883,Tuesday,July,Monsoon,Rukmani,9742364965,True
2024-10-28,Vitamins,Tiruchirappalli,2,16.543467278303364,33.08693455660673,Monday,October,Autumn,Murali,+914287204999,False
2024-04-30,Aspirin,Coimbatore,6,17.201091109103118,103.2065466546187,Tuesday,April,Spring,Jothi,8620720192,False
2024-11-21,Ibuprofen,Chennai,5,16.25653218891292,81.28266094456461,Thursday,November,Autumn,Arun,4096498995,False
2024-03-13,Aspirin,Tirunelveli,6,3.2128018290764073,19.276810974458442,Wednesday,March,Spring,Vijay,01675032589,False
2024-04-29,Ibuprofen,Chennai,6,11.679241032248955,70.07544619349373,Monday,April,Spring,Jothi,6210694285,False
2024-06-13,Aspirin,Erode,5,1.6259635220934152,8.129817610467075,Thursday,June,Monsoon,Chitra,03246620110,False
2024-03-02,Antacids,Erode,9,6.849607861240442,61.64647075116398,Saturday,March,Spring,Satish,2742617450,False
2024-11-14,Paracetamol,Thanjavur,9,3.2204758222548153,28.98428240029334,Thursday,November,Autumn,Bhavani,02437019806,False
2024-06-04,Aspirin,Tiruchirappalli,3,17.80781908005201,53.423457240156026,Tuesday,June,Monsoon,Vijay,08492999891,False
2024-02-07,Aspirin,Tiruchirappalli,4,18.61339080694152,74.45356322776608,Wednesday,February,Winter,Dinesh,+919859297077,False
2024-02-15,Antacids,Tirunelveli,4,5.571852968395427,22.287411873581707,Tuesday,March,Spring,Ishwarya,8430751309,True
2024-07-07,Ibuprofen,Kanchipuram,4,7.174979675310956,28.699918701243824,Sunday,July,Monsoon,Sandhya,8672415767,False
2024-12-24,Ibuprofen,Tiruchirappalli,8,16.689025582584833,133.51220466067866,Tuesday,December,Winter,Murali,04778652937,False
2024-04-17,Vitamins,Madurai,2,15.476603717542384,30.953207435084767,Wednesday,April,Spring,Arun,+916674808957,False
2024-10-01,Paracetamol,Salem,9,11.479936306497143,103.31942675847428,Tuesday,October,Autumn,Nisha,+910410470401,False
2024-08-03,Vitamins,Salem,2,6.9411070262346675,13.882214052469335,Saturday,August,Monsoon,Elango,5172874031,False
2024-03-04,Aspirin,Erode,9,15.980899353464386,143.82809418117947,Monday,March,Spring,Hema,9089071327,False
2024-08-26,Vitamins,Vellore,6,13.895198196131727,83.37118917679035,Monday,August,Monsoon,Vijay,+916014338770,False
2024-02-24,Paracetamol,Madurai,1,14.420223559659382,14.420223559659382,Monday,November,Autumn,Ishwarya,+917218442783,True
2024-04-18,Aspirin,Chennai,6,8.284246653653229,49.70547992191938,Thursday,April,Spring,Sandhya,09793368134,False
2024-09-07,Antacids,Vellore,8,19.708699640383696,157.66959712306956,Saturday,September,Autumn,Naren,08457913191,False
2024-09-01,Ibuprofen,Madurai,7,15.99171993777544,111.94203956442807,Sunday,September,Autumn,Hari,07069940303,False
2024-03-05,Aspirin,Thanjavur,7,17.70493934607992,123.93457542255945,Tuesday,March,Spring,Jaya,+917739763412,False
2024-03-04,Aspirin,Vellore,9,11.66129762116572,104.95167859049148,Saturday,November,Autumn,Ishwarya,07664933227,True
2024-10-27,Aspirin,Thanjavur,7,6.578719576264793,46.05103703385355,Sunday,October,Autumn,Suresh,+911908295454,False
2024-06-27,Antacids,Chennai,6,7.191241998072128,43.14745198843276,Thursday,June,Monsoon,Kalyani,9894671020,False
2024-06-21,Ibuprofen,Kanchipuram,5,13.986299353762801,69.931496768814,Friday,June,Monsoon,Karthik,+918733247491,False
2024-01-02,Paracetamol,Salem,7,12.54709510033117,87.82966570231818,Tuesday,January,Winter,Nisha,03157518238,False
2024-10-20,Aspirin,Salem,7,16.54391995045655,115.80743965319586,Sunday,October,Autumn,Bhavani,01676515158,False
2024-01-02,Ibuprofen,Tirunelveli,2,2.110813694997794,4.221627389995588,Tuesday,January,Winter,Arun,+912738308120,False
2024-11-17,Antacids,Kanchipuram,5,2.9244006923301007,14.622003461650504,Sunday,November,Autumn,Ganesh,+919616908255,False
2024-01-14,Paracetamol,Coimbatore,6,18.50140729577998,111.00844377467988,Sunday,January,Winter,Chandran,03026112934,False
2024-09-28,Paracetamol,Kanchipuram,2,18.2727623835427,36.5455247670854,Saturday,September,Autumn,Rukmini,+914770618918,False
2024-01-04,Vitamins,Tiruchirappalli,9,4.330234871698713,38.97211384528842,Thursday,January,Winter,Eswari,8905197729,False
2024-03-08,Aspirin,Coimbatore,2,12.584042837795305,25.16808567559061,Friday,March,Spring,Oviya,04372093952,False
2024-10-21,Aspirin,Kanchipuram,3,9.44788184194598,28.343645525837943,Monday,October,Autumn,Mani,7662370307,False
2024-04-13,Aspirin,Erode,5,12.69634716308325,63.48173581541624,Saturday,April,Spring,Suresh,+914368782525,False
2024-03-22,Antacids,Thanjavur,5,10.134086546045024,50.67043273022512,Friday,March,Spring,Yogesh,03518318540,False
2024-08-30,Antacids,Tirunelveli,3,9.630413922958208,28.891241768874625,Friday,August,Monsoon,Suresh,1479927304,False
2024-12-30,Ibuprofen,Madurai,9,17.531896015594015,157.78706414034613,Monday,December,Winter,Oviya,+917911206001,False
2024-01-17,Ibuprofen,Thanjavur,1,1.8444243769315674,1.8444243769315674,Wednesday,January,Winter,Jaya,+916862468302,False
2024-09-22,Vitamins,Vellore,6,16.050000505238046,96.30000303142828,Sunday,September,Autumn,Venkatesh,04230843510,False
2024-02-15,Ibuprofen,Erode,6,13.773183667975559,82.63910200785335,Thursday,February,Winter,Lalith,5837324709,False
2024-09-13,Ibuprofen,Chennai,2,6.887197677178592,13.774395354357184,Friday,September,Autumn,Chandran,00577466315,False
2024-07-17,Aspirin,Tirunelveli,8,14.468775085955986,115.75020068764789,Wednesday,July,Monsoon,Hema,7206550752,False
2024-03-25,Ibuprofen,Salem,4,16.426156969645525,65.7046278785821,Monday,March,Spring,Arun,00557602602,False
2024-06-11,Ibuprofen,Thanjavur,9,15.189842407771774,136.70858166994597,Tuesday,June,Monsoon,Rajesh,+913775181066,False
2024-06-13,Aspirin,Coimbatore,9,18.535371522017222,166.818343698155,Thursday,June,Monsoon,Nisha,06581787209,False
2024-10-31,Antacids,Kanchipuram,1,2.2983911713381038,2.2983911713381038,Thursday,October,Autumn,Swathi,+913399072813,False
2024-03-21,Vitamins,Vellore,3,5.87944769844355,17.63834309533065,Saturday,January,Winter,Rukmani,+912056544780,True
2024-05-29,Vitamins,Chennai,8,3.4654898287992455,27.723918630393964,Wednesday,May,Spring,Anjali,+915944325230,False
2024-10-20,Paracetamol,Thanjavur,9,18.627308507150378,167.6457765643534,Sunday,October,Autumn,Harish,2004069335,False
2024-12-02,Paracetamol,Madurai,6,14.236886974598558,85.42132184759134,Monday,December,Winter,Rani,6569629394,False
2024-12-16,Vitamins,Coimbatore,1,15.39131328333117,15.39131328333117,Monday,December,Winter,Abhilash,8967918703,False
2024-08-22,Paracetamol,Thanjavur,7,12.790137907045969,89.53096534932178,Thursday,August,Monsoon,Oviya,9862458587,False
2024-12-10,Vitamins,Tirunelveli,4,14.862616277671703,59.450465110686814,Tuesday,December,Winter,Rani,0078002457,False
2024-06-24,Ibuprofen,Vellore,3,1.1764045596126145,3.529213678837843,Monday,June,Monsoon,Karthik,+913491205887,False
2024-07-18,Vitamins,Coimbatore,4,14.57169707958113,58.28678831832452,Thursday,July,Monsoon,Rakesh,+913647527559,False
2024-05-07,Aspirin,Thanjavur,9,15.455059944669236,139.09553950202312,Tuesday,May,Spring,Yamuna,9583824869,False
2024-02-02,Aspirin,Tiruchirappalli,5,19.319985375704853,96.59992687852426,Friday,February,Winter,Ilango,2573413636,False
2024-02-05,Antacids,Chennai,5,16.303002177761748,81.51501088880875,Monday,February,Winter,Suresh,1609327059,False
2024-12-20,Antacids,Chennai,4,8.449519056549384,33.79807622619754,Friday,December,Winter,Siva,04865561655,False
2024-08-21,Ibuprofen,Kanchipuram,8,3.163987991415905,25.31190393132724,Wednesday,August,Monsoon,Jothi,02650913579,False
2024-05-21,Vitamins,Tirunelveli,1,14.699824760217302,14.699824760217302,Tuesday,May,Spring,Usha,05788204802,False
2024-09-24,Ibuprofen,Salem,1,7.823023645412702,7.823023645412702,Tuesday,September,Autumn,Rukmini,7421882621,False
2024-03-13,Ibuprofen,Tirunelveli,8,4.395625028948558,35.165000231588465,Wednesday,January,Winter,Ishwarya,+911707830334,True
2024-12-09,Aspirin,Coimbatore,1,16.03434949241738,16.03434949241738,Monday,December,Winter,Kumar,03372072660,False
2024-08-29,Vitamins,Vellore,6,10.533689483298959,63.20213689979376,Sunday,April,Spring,Ravi,1618356344,True
2024-02-13,Antacids,Tiruchirappalli,5,5.759891141926393,28.799455709631964,Tuesday,February,Winter,Vikram,03524541016,False
2024-01-13,Paracetamol,Salem,6,17.010882222830386,102.06529333698231,Saturday,January,Winter,Yogesh,+912497102945,False
2024-12-20,Antacids,Tiruchirappalli,7,8.453911129387766,59.177377905714366,Friday,December,Winter,Swathi,06628470706,False
2024-08-06,Antacids,Tirunelveli,3,13.843137694885002,41.529413084655005,Tuesday,August,Monsoon,Eswari,03678430107,False
2024-10-11,Ibuprofen,Tiruchirappalli,6,4.432551809272052,26.595310855632313,Friday,October,Autumn,Naren,3310792959,False
2024-03-22,Antacids,Vellore,6,6.0917849675839815,36.550709805503885,Monday,March,Spring,Ishwarya,06317660494,True
2024-11-13,Paracetamol,Thanjavur,8,12.191591330098335,97.53273064078668,Wednesday,November,Autumn,Anjali,5752886459,False
2024-04-19,Paracetamol,Coimbatore,5,16.297422218948917,81.48711109474459,Friday,April,Spring,Karthik,4073949071,False
2024-03-31,Antacids,Erode,2,10.713780741668716,21.42756148333743,Friday,June,Monsoon,Ishwarya,+911865372786,True
2024-03-11,Paracetamol,Salem,2,16.078343800699145,32.15668760139829,Monday,March,Spring,Sandhya,+914812225597,False
2024-08-13,Vitamins,Erode,6,6.735445275429038,40.41267165257423,Tuesday,August,Monsoon,Prakash,9583734190,False
2024-09-23,Paracetamol,Salem,1,5.830561694412395,5.830561694412395,Monday,September,Autumn,Rajesh,+910694204429,False
2024-10-19,Ibuprofen,Vellore,1,8.135437746606309,8.135437746606309,Saturday,October,Autumn,Vanitha,+916819503832,False
2024-05-30,Ibuprofen,Kanchipuram,4,3.7355541478122523,14.942216591249009,Thursday,May,Spring,Karthik,06080294341,False
2024-01-21,Ibuprofen,Tiruchirappalli,9,15.483641338635042,139.35277204771538,Sunday,January,Winter,Vignesh,06192086799,False
2024-08-17,Antacids,Kanchipuram,8,7.032570284547023,56.260562276376184,Saturday,August,Monsoon,Kalyani,02067415273,False
2024-08-05,Aspirin,Erode,1,8.01054118037527,8.01054118037527,Monday,August,Monsoon,Nisha,+915849219139,False
2024-07-21,Vitamins,Tiruchirappalli,4,11.121690991436155,44.48676396574462,Sunday,July,Monsoon,Karthik,02012195653,False
2024-01-01,Antacids,Salem,1,14.400828682805978,14.400828682805978,Monday,January,Winter,Meenal,9329677738,False
2024-10-01,Paracetamol,Salem,7,7.536193337366224,52.75335336156357,Tuesday,October,Autumn,Meenal,+919055823819,False
