Date,Product Name,City,Quantity Sold,Price,Revenue,Day of Week,Month,Season,Customer Name,Phonenumber
2024-10-29,Ibuprofen,Madurai,9,13.330974601994093,119.97877141794683,Tuesday,October,Autumn,Mani,+91-7094609422
2024-10-16,Ibuprofen,Coimbatore,7,2.587992197124754,18.115945379873278,Wednesday,October,Autumn,Vignesh,+91-9869274016
2024-09-27,Antacids,Tirunelveli,1,18.682453684090678,18.682453684090678,Friday,September,Autumn,Murali,+91-9766770941
2024-05-30,Ibuprofen,Tiruchirappalli,1,4.7853347820594045,4.7853347820594045,Thursday,May,Spring,Vignesh,+91-7170128798
2024-09-07,Paracetamol,Tirunelveli,1,18.44208363874379,18.44208363874379,Saturday,September,Autumn,Yogesh,+91-8268373355
2024-11-23,Vitamins,Vellore,3,18.834756414696916,56.50426924409075,Saturday,November,Autumn,Harish,+91-8857544788
2024-12-21,Antacids,Madurai,1,3.5895543668552286,3.5895543668552286,Saturday,December,Winter,Pavithra,+91-9954305151
2024-05-12,Paracetamol,Thanjavur,4,5.419435671684601,21.677742686738405,Sunday,May,Spring,Tharun,+91-9638480840
2024-10-28,Aspirin,Erode,9,4.409226295147141,39.68303665632427,Monday,October,Autumn,Lalitha,+91-7188833295
2024-02-25,Paracetamol,Thanjavur,1,18.185215497817097,18.185215497817097,Sunday,February,Winter,Siva,+91-9515112431
2024-03-01,Ibuprofen,Chennai,3,3.595950310912665,10.787850932737996,Friday,March,Spring,Arun,+91-7296519692
2024-03-07,Antacids,Chennai,6,12.340868269761843,74.04520961857106,Thursday,March,Spring,Lalitha,+91-9656025629
2024-11-21,Vitamins,Vellore,9,11.27700808667722,101.49307278009499,Thursday,November,Autumn,Tharun,+91-9291116365
2024-04-26,Aspirin,Thanjavur,9,4.834924534812677,43.51432081331409,Friday,April,Spring,Murali,+91-7874696837
2024-01-30,Vitamins,Salem,4,6.290910279317954,25.163641117271816,Tuesday,January,Winter,Eswari,+91-7042622279
2024-02-26,Ibuprofen,Madurai,1,14.365178043810111,14.365178043810111,Monday,February,Winter,Ilango,+91-9463875902
2024-02-27,Paracetamol,Tiruchirappalli,8,10.629936241577001,85.03948993261601,Tuesday,February,Winter,Vanitha,+91-7471778956
2024-12-21,Paracetamol,Tirunelveli,1,6.897221922867226,6.897221922867226,Saturday,December,Winter,Satish,+91-8640886455
2024-06-02,Ibuprofen,Kanchipuram,6,18.452005939525144,110.71203563715086,Sunday,June,Monsoon,Meenal,+91-7909567080
2024-08-12,Paracetamol,Vellore,5,14.66701479649225,73.33507398246125,Monday,August,Monsoon,Usha,+91-9368344413
2024-04-05,Paracetamol,Kanchipuram,3,17.749427946660226,53.24828383998068,Friday,April,Spring,Eswari,+91-7768011378
2024-03-20,Antacids,Salem,7,16.25436048130843,113.78052336915903,Wednesday,March,Spring,Vignesh,+91-7029905047
2024-11-01,Ibuprofen,Vellore,7,16.235101090421324,113.64570763294927,Friday,November,Autumn,Bhavani,+91-8542611795
2024-09-07,Vitamins,Chennai,6,13.3885544539104,80.3313267234624,Saturday,September,Autumn,Swathi,+91-9497282187
2024-05-23,Antacids,Tiruchirappalli,9,17.290373089147433,155.6133578023269,Thursday,May,Spring,Tharun,+91-8391275853
2024-11-20,Vitamins,Vellore,2,17.07994078784931,34.15988157569862,Wednesday,November,Autumn,Divya,+91-8840427445
2024-05-15,Antacids,Thanjavur,1,10.365513249944089,10.365513249944089,Wednesday,May,Spring,Lalith,+91-7458561453
2024-08-04,Ibuprofen,Madurai,9,3.583861109840545,32.2547499885649,Sunday,August,Monsoon,Harish,+91-7781455383
2024-07-15,Antacids,Erode,7,18.13052781122765,126.91369467859356,Monday,July,Monsoon,Venkatesh,+91-8976529358
2024-03-24,Vitamins,Kanchipuram,2,1.089361868320608,2.178723736641216,Sunday,March,Spring,Naren,+91-9781973794
2024-01-23,Ibuprofen,Vellore,3,8.891978703634177,26.67593611090253,Tuesday,January,Winter,Tharun,+91-8530174444
2024-11-15,Paracetamol,Erode,5,1.184064912897451,5.920324564487255,Friday,November,Autumn,Ajay,+91-9745749591
2024-04-10,Paracetamol,Chennai,4,19.514132933166607,78.05653173266643,Wednesday,April,Spring,Thavapalan,+91-7729018115
2024-02-07,Vitamins,Madurai,9,17.045144710797192,153.40630239717473,Wednesday,February,Winter,Chandran,+91-8956903729
2024-09-15,Ibuprofen,Coimbatore,8,3.8120770706505933,30.496616565204747,Sunday,September,Autumn,Gokul,+91-9706026886
2024-03-22,Aspirin,Kanchipuram,2,13.867036153165103,27.734072306330205,Friday,March,Spring,Elango,+91-7826778021
2024-11-12,Antacids,Madurai,8,12.12887163796587,97.03097310372696,Tuesday,November,Autumn,Kalyani,+91-7823280669
2024-04-23,Ibuprofen,Thanjavur,4,19.36694095295,77.4677638118,Tuesday,April,Spring,Usha,+91-8528914094
2024-05-27,Paracetamol,Coimbatore,2,17.950153364368614,35.90030672873723,Monday,May,Spring,Meenal,+91-7903862096
2024-09-04,Vitamins,Madurai,2,6.4253428540881625,12.850685708176325,Wednesday,September,Autumn,Pavithra,+91-7292493360
2024-02-25,Ibuprofen,Tiruchirappalli,6,8.590888486090682,51.54533091654409,Sunday,February,Winter,Rakesh,+91-7052329890
2024-04-28,Paracetamol,Coimbatore,2,1.9671700180318321,3.9343400360636642,Sunday,April,Spring,Rajesh,+91-8205691266
2024-08-17,Paracetamol,Tiruchirappalli,5,7.088402490565554,35.44201245282777,Saturday,August,Monsoon,Rukmani,+91-7668602008
2024-04-23,Vitamins,Tirunelveli,2,7.884649635226156,15.769299270452311,Tuesday,April,Spring,Naren,+91-8280508569
2024-07-20,Vitamins,Salem,5,18.500628755101907,92.50314377550953,Saturday,July,Monsoon,Thavapalan,+91-7174109518
2024-05-10,Paracetamol,Tirunelveli,3,12.758473739840824,38.27542121952247,Friday,May,Spring,Tharun,+91-7727540798
2024-06-06,Antacids,Salem,3,2.7682756614788104,8.304826984436431,Thursday,June,Monsoon,Vanitha,+91-8539563675
2024-10-25,Vitamins,Coimbatore,6,4.288372946905898,25.73023768143539,Friday,October,Autumn,Sangeetha,+91-9340139338
2024-07-08,Paracetamol,Kanchipuram,9,2.505503492871358,22.549531435842223,Monday,July,Monsoon,Abhilash,+91-8940686382
2024-06-24,Paracetamol,Vellore,3,17.812688594958626,53.438065784875874,Monday,June,Monsoon,Meera,+91-9585820202
2024-02-27,Paracetamol,Vellore,1,3.4893987992134683,3.4893987992134683,Tuesday,February,Winter,Anjali,+91-7352405957
2024-02-01,Antacids,Thanjavur,2,10.008365370016962,20.016730740033925,Thursday,February,Winter,Vikram,+91-9878132871
2024-02-19,Antacids,Coimbatore,7,5.982910228936988,41.88037160255892,Monday,February,Winter,Suresh,+91-7846613071
2024-11-19,Ibuprofen,Tiruchirappalli,6,17.367946170174996,104.20767702104997,Tuesday,November,Autumn,Rukmani,+91-8797894586
2024-03-21,Paracetamol,Vellore,5,1.88423124120449,9.421156206022449,Thursday,March,Spring,Eswari,+91-9117970632
2024-02-14,Vitamins,Chennai,2,13.319860342594737,26.639720685189474,Wednesday,February,Winter,Ilango,+91-8790396481
2024-11-17,Aspirin,Erode,6,12.453609271156527,74.72165562693917,Sunday,November,Autumn,Vikram,+91-7263922300
2024-06-05,Vitamins,Kanchipuram,1,4.877531143968243,4.877531143968243,Wednesday,June,Monsoon,Siva,+91-7892449858
2024-07-03,Vitamins,Madurai,7,4.046709762229275,28.326968335604924,Wednesday,July,Monsoon,Divya,+91-9153341248
2024-03-12,Ibuprofen,Kanchipuram,1,2.677905617979152,2.677905617979152,Tuesday,March,Spring,Ajay,+91-8216828179
2024-02-29,Aspirin,Erode,5,6.049695436879803,30.248477184399015,Thursday,February,Winter,Arun,+91-7734704487
2024-06-14,Vitamins,Tiruchirappalli,7,4.123163209693703,28.86214246785592,Friday,June,Monsoon,Rakesh,+91-7888001058
2024-02-05,Vitamins,Kanchipuram,1,18.40861784590449,18.40861784590449,Monday,February,Winter,Ishwarya,+91-7219894161
2024-03-11,Aspirin,Kanchipuram,1,13.367793533136416,13.367793533136416,Monday,March,Spring,Siva,+91-9387898253
2024-07-03,Vitamins,Madurai,4,16.087716501460566,64.35086600584226,Wednesday,July,Monsoon,Yamuna,+91-7543219600
2024-04-17,Antacids,Coimbatore,9,3.789586178623338,34.10627560761004,Wednesday,April,Spring,Jothi,+91-8794866725
2024-10-26,Vitamins,Tirunelveli,6,10.423525514504963,62.54115308702978,Saturday,October,Autumn,Ajay,+91-8685237935
2024-09-16,Ibuprofen,Chennai,1,11.529776382740133,11.529776382740133,Monday,September,Autumn,Abhilash,+91-8334395819
2024-12-29,Paracetamol,Madurai,5,16.223812059646644,81.11906029823322,Sunday,December,Winter,Gayathri,+91-9560771026
2024-12-25,Vitamins,Kanchipuram,4,13.97409036359306,55.89636145437224,Wednesday,December,Winter,Chitra,+91-7125492964
2024-11-29,Ibuprofen,Tirunelveli,8,12.360499765139545,98.88399812111636,Friday,November,Autumn,Arun,+91-9853226814
2024-12-25,Ibuprofen,Kanchipuram,8,18.461337466684864,147.6906997334789,Wednesday,December,Winter,Kumar,+91-9073083741
2024-12-05,Vitamins,Erode,4,5.63128407330012,22.52513629320048,Thursday,December,Winter,Jothi,+91-9642731061
2024-03-02,Vitamins,Madurai,4,1.846439163434256,7.385756653737024,Saturday,March,Spring,Harish,+91-9778002619
2024-11-08,Vitamins,Chennai,8,19.439329019146967,155.51463215317574,Friday,November,Autumn,Vijay,+91-8324546809
2024-03-22,Ibuprofen,Madurai,6,5.060436573313616,30.362619439881698,Friday,March,Spring,Rajesh,+91-9378482665
2024-10-28,Paracetamol,Salem,3,9.149063758573844,27.44719127572153,Monday,October,Autumn,Siva,+91-8819757562
2024-07-24,Aspirin,Thanjavur,8,17.196443343457165,137.57154674765732,Wednesday,July,Monsoon,Usha,+91-9335561202
2024-06-21,Aspirin,Tirunelveli,4,5.780386803201347,23.12154721280539,Friday,June,Monsoon,Pavithra,+91-7391064641
2024-05-17,Ibuprofen,Madurai,3,11.290108553463835,33.8703256603915,Friday,May,Spring,Hari,+91-9293211561
2024-06-04,Ibuprofen,Coimbatore,7,15.902699236979673,111.31889465885772,Tuesday,June,Monsoon,Yamuna,+91-9685695298
2024-11-14,Paracetamol,Vellore,1,13.490486015616938,13.490486015616938,Thursday,November,Autumn,Lalitha,+91-7495276179
2024-03-02,Aspirin,Tirunelveli,7,5.566686297971262,38.966804085798834,Saturday,March,Spring,Dinesh,+91-9115113652
2024-09-08,Antacids,Salem,2,9.774423958275147,19.548847916550294,Sunday,September,Autumn,Tharun,+91-7990990543
2024-11-21,Ibuprofen,Salem,1,4.815661254225436,4.815661254225436,Thursday,November,Autumn,Meera,+91-7397513041
2024-06-08,Vitamins,Vellore,9,14.842597127149173,133.58337414434254,Saturday,June,Monsoon,Gayathri,+91-8503580558
2024-01-18,Antacids,Salem,1,19.491855025540854,19.491855025540854,Thursday,January,Winter,Kumar,+91-7703108062
2024-08-22,Antacids,Erode,6,4.585331324666906,27.511987948001433,Thursday,August,Monsoon,Tharun,+91-9913826044
2024-10-20,Paracetamol,Kanchipuram,4,8.686303450727253,34.745213802909014,Sunday,October,Autumn,Yogesh,+91-8671682502
2024-09-28,Vitamins,Tiruchirappalli,4,2.5076211582144334,10.030484632857734,Saturday,September,Autumn,Usha,+91-8523390661
2024-08-13,Vitamins,Salem,1,2.6698697573363663,2.6698697573363663,Tuesday,August,Monsoon,Rajesh,+91-9048278064
2024-12-27,Ibuprofen,Salem,1,16.687216874163113,16.687216874163113,Friday,December,Winter,Gokul,+91-7956632418
2024-12-15,Aspirin,Coimbatore,6,8.385593258064452,50.313559548386706,Sunday,December,Winter,Ishwarya,+91-8696039790
2024-01-30,Paracetamol,Salem,9,13.615642323333962,122.54078091000565,Tuesday,January,Winter,Jothi,+91-9134411596
2024-12-17,Ibuprofen,Coimbatore,1,1.457484389678148,1.457484389678148,Tuesday,December,Winter,Rakesh,+91-7028108160
2024-06-20,Paracetamol,Vellore,1,15.740602771233526,15.740602771233526,Thursday,June,Monsoon,Sangeetha,+91-7893307421
2024-08-05,Aspirin,Coimbatore,3,10.078693593619379,30.23608078085814,Monday,August,Monsoon,Harish,+91-8972016879
2024-07-31,Ibuprofen,Kanchipuram,3,4.237281038696294,12.71184311608888,Wednesday,July,Monsoon,Rukmani,+91-8876350459
2024-04-15,Ibuprofen,Madurai,6,4.460079499846446,26.760476999078676,Monday,April,Spring,Jothi,+91-7883752950
2024-12-22,Vitamins,Coimbatore,7,2.7253790935406705,19.077653654784694,Sunday,December,Winter,Arun,+91-8473705289
2024-07-07,Vitamins,Tirunelveli,7,6.652856809632956,46.56999766743069,Sunday,July,Monsoon,Sangeetha,+91-8346074333
2024-11-10,Ibuprofen,Kanchipuram,9,8.431578530343584,75.88420677309226,Sunday,November,Autumn,Divya,+91-8884636958
2024-06-22,Paracetamol,Thanjavur,7,13.605686797834146,95.23980758483901,Saturday,June,Monsoon,Chandran,+91-7455673891
2024-07-28,Paracetamol,Chennai,5,13.469386582679075,67.34693291339538,Sunday,July,Monsoon,Satish,+91-8649950766
2024-02-24,Aspirin,Chennai,2,12.236923449131535,24.47384689826307,Saturday,February,Winter,Rukmani,+91-8219140396
2024-07-09,Vitamins,Thanjavur,6,4.762778934545331,28.576673607271985,Tuesday,July,Monsoon,Sangeetha,+91-9111948925
2024-09-24,Ibuprofen,Chennai,8,9.841157379963091,78.72925903970473,Tuesday,September,Autumn,Meenal,+91-9867725421
2024-04-03,Aspirin,Kanchipuram,5,11.41053607045932,57.052680352296605,Wednesday,April,Spring,Ravi,+91-9378419473
2024-08-31,Aspirin,Thanjavur,5,12.31550566926234,61.577528346311695,Saturday,August,Monsoon,Naren,+91-7778500987
2024-01-21,Paracetamol,Salem,5,10.69149616488018,53.457480824400896,Sunday,January,Winter,Naren,+91-7543958376
2024-03-05,Antacids,Coimbatore,2,12.940932439278333,25.881864878556666,Tuesday,March,Spring,Usha,+91-9681999576
2024-05-20,Antacids,Vellore,8,14.316572161823641,114.53257729458913,Monday,May,Spring,Murali,+91-8947746279
2024-06-15,Antacids,Kanchipuram,1,8.143286194941467,8.143286194941467,Saturday,June,Monsoon,Ilango,+91-8703108243
2024-12-05,Ibuprofen,Kanchipuram,5,19.740984127068515,98.70492063534257,Thursday,December,Winter,Venkatesh,+91-9488115094
2024-08-07,Antacids,Salem,4,3.5205771547381084,14.082308618952434,Wednesday,August,Monsoon,Chitra,+91-7228808716
2024-06-02,Vitamins,Salem,3,4.337854820277424,13.01356446083227,Sunday,June,Monsoon,Rajesh,+91-8955216295
2024-06-19,Vitamins,Erode,4,8.177415149837156,32.709660599348624,Wednesday,June,Monsoon,Satish,+91-8439378432
2024-12-18,Ibuprofen,Erode,6,3.011619252298261,18.069715513789568,Wednesday,December,Winter,Anjali,+91-7491318281
2024-07-22,Vitamins,Madurai,2,16.986737498253973,33.973474996507946,Monday,July,Monsoon,Ilango,+91-8494701776
2024-10-18,Antacids,Coimbatore,3,16.72844826124528,50.18534478373584,Friday,October,Autumn,Balaji,+91-9716762183
2024-08-17,Paracetamol,Coimbatore,8,5.462119804304076,43.69695843443261,Saturday,August,Monsoon,Sandhya,+91-9319354326
2024-05-15,Ibuprofen,Vellore,1,5.826946525364872,5.826946525364872,Wednesday,May,Spring,Shankar,+91-7368424572
2024-12-23,Ibuprofen,Coimbatore,7,16.173756185865397,113.21629330105777,Monday,December,Winter,Elango,+91-9507759103
2024-06-24,Paracetamol,Kanchipuram,3,16.160159089021192,48.48047726706358,Monday,June,Monsoon,Ravi,+91-8861003862
2024-09-06,Ibuprofen,Vellore,3,9.515851751089379,28.547555253268136,Friday,September,Autumn,Meera,+91-7901112876
2024-04-22,Paracetamol,Chennai,8,15.678743096685974,125.42994477348779,Monday,April,Spring,Jaya,+91-7407920685
2024-06-25,Ibuprofen,Kanchipuram,6,18.546438959510017,111.2786337570601,Tuesday,June,Monsoon,Yamuna,+91-7030848309
2024-11-18,Antacids,Kanchipuram,1,6.89403704550038,6.89403704550038,Monday,November,Autumn,Jothi,+91-7525118940
2024-01-26,Paracetamol,Erode,8,7.0976839585798635,56.78147166863891,Friday,January,Winter,Chandran,+91-7319180656
2024-04-07,Aspirin,Erode,7,17.565870613010997,122.96109429107698,Sunday,April,Spring,Prakash,+91-8094398377
2024-02-04,Vitamins,Salem,5,12.035872047075467,60.17936023537733,Sunday,February,Winter,Elango,+91-9796979101
2024-05-09,Paracetamol,Coimbatore,9,6.186208504612615,55.67587654151354,Thursday,May,Spring,Anjali,+91-7741802645
2024-05-27,Aspirin,Tirunelveli,7,17.309987628161043,121.1699133971273,Monday,May,Spring,Chitra,+91-8858550785
2024-10-17,Paracetamol,Thanjavur,9,9.537288942529031,85.83560048276128,Thursday,October,Autumn,Karthik,+91-9009454134
2024-07-30,Ibuprofen,Coimbatore,1,3.810731430677623,3.810731430677623,Tuesday,July,Monsoon,Jothi,+91-8111966133
2024-11-28,Vitamins,Erode,2,14.509080859277224,29.01816171855445,Thursday,November,Autumn,Siva,+91-8401117825
2024-06-28,Antacids,Tirunelveli,8,3.3824949715711106,27.059959772568885,Friday,June,Monsoon,Divya,+91-7164618102
2024-12-20,Aspirin,Chennai,9,4.618448703552642,41.56603833197378,Friday,December,Winter,Lalith,+91-8881505036
2024-03-29,Vitamins,Tirunelveli,6,9.905566010955878,59.433396065735266,Friday,March,Spring,Lalith,+91-9853970025
2024-10-13,Antacids,Salem,2,16.983827216570855,33.96765443314171,Sunday,October,Autumn,Hari,+91-9324531238
2024-10-25,Antacids,Chennai,8,16.968883652927005,135.75106922341604,Friday,October,Autumn,Chandran,+91-8820649173
2024-04-13,Antacids,Coimbatore,4,1.8653745458220428,7.461498183288171,Saturday,April,Spring,Satish,+91-7731383647
2024-04-02,Vitamins,Salem,3,6.028725809495778,18.086177428487332,Tuesday,April,Spring,Arun,+91-8392570661
2024-10-02,Ibuprofen,Madurai,6,15.723967187403915,94.34380312442349,Wednesday,October,Autumn,Shankar,+91-9671773987
2024-12-18,Antacids,Coimbatore,8,1.8651972500445801,14.921578000356641,Wednesday,December,Winter,Ishwarya,+91-7043869996
2024-01-08,Vitamins,Thanjavur,1,13.871981261400624,13.871981261400624,Monday,January,Winter,Thavapalan,+91-9743030591
2024-11-19,Ibuprofen,Kanchipuram,5,10.33849558446251,51.69247792231255,Tuesday,November,Autumn,Rani,+91-9391164831
2024-03-06,Ibuprofen,Thanjavur,1,19.0038711963716,19.0038711963716,Wednesday,March,Spring,Prakash,+91-7979198814
2024-08-15,Ibuprofen,Tiruchirappalli,1,15.770569017834523,15.770569017834523,Thursday,August,Monsoon,Jaya,+91-7950221918
2024-06-23,Antacids,Coimbatore,4,7.910348750711156,31.641395002844625,Sunday,June,Monsoon,Ganesh,+91-7445847824
2024-12-06,Vitamins,Tiruchirappalli,2,18.13929858919302,36.27859717838604,Friday,December,Winter,Vanitha,+91-7005395411
2024-06-29,Aspirin,Coimbatore,4,10.55082970142656,42.20331880570624,Saturday,June,Monsoon,Ishwarya,+91-8231979340
2024-12-29,Antacids,Vellore,2,8.621843771392207,17.243687542784414,Sunday,December,Winter,Tharun,+91-9752491831
2024-02-06,Paracetamol,Salem,2,13.084351428140646,26.168702856281293,Tuesday,February,Winter,Vanitha,+91-9965696581
2024-10-26,Antacids,Madurai,5,17.71322452856281,88.56612264281407,Saturday,October,Autumn,Yamuna,+91-8670323733
